Campaign_ID,Channel,Start_Date,Impressions,Clicks,Conversions,Cost,Revenue,Age_Group,Gender,Region,Engagement_Rate
C7199,Email Campaign,2025-10-27 22:00:00,8465,4331,825,5257.97,19798.37,18-25,Female,South USA,5.6
C7200,Instagram Ads,2025-10-27 23:00:00,33439,4100,982,7845.18,8270.63,55+,Male,South USA,18.01
C7201,Twitter Ads,2025-10-28 00:00:00,28314,4449,746,337.44,3060.8,26-35,Female,West USA,16.01
C7202,Google Ads,2025-10-28 01:00:00,45229,3189,635,7819.43,18221.13,26-35,Female,South USA,42.0
C7203,Instagram Ads,2025-10-28 02:00:00,20583,149,287,5232.73,15891.49,36-45,Female,North USA,38.95
C7204,Google Ads,2025-10-28 03:00:00,28155,614,364,3736.77,10274.36,55+,Male,North USA,20.07
C7205,Google Ads,2025-10-28 04:00:00,39871,2891,538,9655.56,7370.56,46-55,Female,South USA,33.26
C7206,Instagram Ads,2025-10-28 05:00:00,13197,2878,95,1643.19,9018.5,26-35,Female,South USA,19.78
C7207,Email Campaign,2025-10-28 06:00:00,30511,2718,910,5436.18,18047.44,36-45,Female,North USA,28.61
C7208,Google Ads,2025-10-28 07:00:00,16424,1937,326,3243.77,3774.4,26-35,Male,South USA,49.56
C7209,Twitter Ads,2025-10-28 08:00:00,49821,4771,866,5298.49,16154.99,55+,Female,East USA,26.83
C7210,Google Ads,2025-10-28 09:00:00,1240,1265,911,5545.14,461.99,36-45,Female,South USA,49.43
C7211,Email Campaign,2025-10-28 10:00:00,5631,2349,702,940.01,18419.38,36-45,Male,West USA,37.39
C7212,Email Campaign,2025-10-28 11:00:00,10599,514,346,6628.29,10055.92,55+,Female,North USA,6.12
C7213,Facebook Ads,2025-10-28 12:00:00,45462,2368,872,6363.09,4612.28,55+,Female,West USA,39.82
C7214,Instagram Ads,2025-10-28 13:00:00,25658,1204,154,7706.2,156.84,26-35,Male,West USA,8.15
C7215,Instagram Ads,2025-10-28 14:00:00,38845,4958,324,952.05,11234.97,55+,Male,South USA,26.66
C7216,Facebook Ads,2025-10-28 15:00:00,33574,4758,234,3007.72,4965.31,26-35,Male,South USA,30.7
C7217,Email Campaign,2025-10-28 16:00:00,37536,3456,432,6518.6,12662.16,18-25,Female,East USA,44.62
C7218,Twitter Ads,2025-10-28 17:00:00,42910,2516,63,1410.47,5695.27,18-25,Male,East USA,10.6
C7219,Instagram Ads,2025-10-28 18:00:00,8995,2034,903,6792.1,1851.68,36-45,Female,South USA,43.81
C7220,Email Campaign,2025-10-28 19:00:00,26186,303,953,637.32,10150.53,18-25,Male,South USA,46.73
C7221,Twitter Ads,2025-10-28 20:00:00,30245,168,942,3382.57,11333.27,46-55,Female,North USA,4.57
C7222,Instagram Ads,2025-10-28 21:00:00,23813,615,825,8474.78,9106.54,18-25,Male,North USA,44.28
C7223,Instagram Ads,2025-10-28 22:00:00,14276,3663,77,7754.2,9214.91,18-25,Female,East USA,13.03
C7224,Email Campaign,2025-10-28 23:00:00,20989,4556,628,6465.37,11834.04,36-45,Male,East USA,4.14
C7225,Instagram Ads,2025-10-29 00:00:00,13746,1564,343,8711.06,10574.43,46-55,Male,West USA,47.93
C7226,Instagram Ads,2025-10-29 01:00:00,45243,1752,86,7107.23,2738.09,36-45,Female,North USA,19.67
C7227,Facebook Ads,2025-10-29 02:00:00,19557,806,548,5217.78,4022.0,46-55,Male,West USA,31.19
C7228,Facebook Ads,2025-10-29 03:00:00,29060,1725,865,9798.19,2921.64,55+,Male,East USA,27.69
C7229,Twitter Ads,2025-10-29 04:00:00,7568,4852,164,6963.82,13896.58,26-35,Female,North USA,10.74
C7230,Instagram Ads,2025-10-29 05:00:00,36369,3885,81,6033.6,10619.11,46-55,Female,South USA,33.51
C7231,Instagram Ads,2025-10-29 06:00:00,20041,1445,510,4118.26,8654.12,18-25,Male,South USA,2.4
C7232,Google Ads,2025-10-29 07:00:00,7080,443,456,9029.0,15986.95,26-35,Female,West USA,10.23
C7233,Twitter Ads,2025-10-29 08:00:00,14854,3886,701,2992.31,6583.31,26-35,Female,North USA,47.24
C7234,Twitter Ads,2025-10-29 09:00:00,3159,635,568,141.73,11405.32,36-45,Male,South USA,47.68
C7235,Google Ads,2025-10-29 10:00:00,28025,454,763,2007.57,1580.71,26-35,Female,South USA,24.18
C7236,Facebook Ads,2025-10-29 11:00:00,42081,3642,368,1139.7,14913.64,26-35,Female,West USA,8.54
C7237,Instagram Ads,2025-10-29 12:00:00,5368,1082,286,3223.99,13934.33,18-25,Female,North USA,21.14
C7238,Instagram Ads,2025-10-29 13:00:00,35085,1445,892,8267.49,16067.35,46-55,Male,West USA,43.87
C7239,Facebook Ads,2025-10-29 14:00:00,28094,3109,322,6532.72,17701.07,36-45,Female,West USA,3.61
C7240,Email Campaign,2025-10-29 15:00:00,47040,626,114,1731.36,15184.76,18-25,Female,South USA,6.48
C7241,Twitter Ads,2025-10-29 16:00:00,2230,1030,980,7898.78,16905.35,36-45,Female,West USA,44.79
C7242,Email Campaign,2025-10-29 17:00:00,18517,2856,104,5066.99,6978.53,55+,Male,South USA,20.83
C7243,Google Ads,2025-10-29 18:00:00,24991,2382,228,5151.51,6932.41,26-35,Male,West USA,4.26
C7244,Facebook Ads,2025-10-29 19:00:00,2301,2046,691,3653.02,18891.59,46-55,Male,South USA,7.05
C7245,Google Ads,2025-10-29 20:00:00,29610,4027,887,8652.93,18300.03,18-25,Female,North USA,44.13
C7246,Twitter Ads,2025-10-29 21:00:00,16927,2641,953,3217.36,11015.1,18-25,Female,North USA,24.56
C7247,Google Ads,2025-10-29 22:00:00,35678,2016,804,986.69,7394.52,18-25,Female,South USA,8.23
C7248,Facebook Ads,2025-10-29 23:00:00,25466,3460,137,3062.15,17333.43,46-55,Male,West USA,44.71
C7249,Instagram Ads,2025-10-30 00:00:00,15904,1693,209,7167.77,6535.88,18-25,Male,East USA,42.28
C7250,Google Ads,2025-10-30 01:00:00,41875,3025,938,6592.94,3157.34,18-25,Male,East USA,1.25
C7251,Instagram Ads,2025-10-30 02:00:00,27081,3725,341,1920.77,12825.9,26-35,Female,East USA,29.09
C7252,Google Ads,2025-10-30 03:00:00,25354,1323,556,1162.25,948.17,18-25,Female,East USA,12.29
C7253,Email Campaign,2025-10-30 04:00:00,28761,2059,875,6625.61,7644.13,55+,Male,West USA,26.7
C7254,Google Ads,2025-10-30 05:00:00,19300,1065,665,6779.95,16172.51,46-55,Female,East USA,14.04
C7255,Google Ads,2025-10-30 06:00:00,30491,3778,301,3693.19,5974.8,26-35,Male,South USA,15.86
C7256,Twitter Ads,2025-10-30 07:00:00,36525,4412,75,8435.87,18633.18,18-25,Male,West USA,30.13
C7257,Instagram Ads,2025-10-30 08:00:00,27532,722,981,9783.14,19120.91,46-55,Female,South USA,26.99
C7258,Google Ads,2025-10-30 09:00:00,7464,4548,740,2096.17,16334.74,36-45,Male,East USA,19.82
C7259,Facebook Ads,2025-10-30 10:00:00,17562,4887,577,5791.83,19754.1,55+,Female,West USA,5.47
C7260,Twitter Ads,2025-10-30 11:00:00,42856,4826,666,103.2,10662.21,18-25,Female,West USA,48.47
C7261,Google Ads,2025-10-30 12:00:00,48892,2472,413,7144.89,11427.07,55+,Male,North USA,8.81
C7262,Twitter Ads,2025-10-30 13:00:00,48028,3048,734,4172.11,16739.72,26-35,Male,North USA,31.69
C7263,Email Campaign,2025-10-30 14:00:00,43511,3399,615,1973.03,9906.82,46-55,Female,East USA,4.23
C7264,Email Campaign,2025-10-30 15:00:00,9683,1268,627,7534.61,8193.73,18-25,Male,South USA,34.45
C7265,Email Campaign,2025-10-30 16:00:00,33634,4849,605,8115.96,12333.6,46-55,Male,North USA,4.83
C7266,Instagram Ads,2025-10-30 17:00:00,1060,491,657,1156.11,13187.42,18-25,Male,East USA,11.55
C7267,Email Campaign,2025-10-30 18:00:00,10269,3909,155,457.91,15042.83,18-25,Female,South USA,32.38
C7268,Instagram Ads,2025-10-30 19:00:00,24065,2507,770,3374.08,13397.19,26-35,Female,South USA,14.22
C7269,Email Campaign,2025-10-30 20:00:00,3895,4964,539,6278.61,14939.86,18-25,Female,North USA,26.69
C7270,Facebook Ads,2025-10-30 21:00:00,16323,4992,411,7944.52,13523.74,26-35,Female,North USA,6.31
C7271,Facebook Ads,2025-10-30 22:00:00,13352,4360,134,5483.32,9660.86,18-25,Male,East USA,10.2
C7272,Facebook Ads,2025-10-30 23:00:00,45643,4928,523,5828.45,2785.2,46-55,Male,North USA,36.72
C7273,Google Ads,2025-10-31 00:00:00,39591,680,341,8008.59,15730.32,55+,Male,North USA,1.85
C7274,Email Campaign,2025-10-31 01:00:00,31890,920,489,5311.99,712.51,26-35,Male,South USA,5.68
C7275,Google Ads,2025-10-31 02:00:00,33016,1347,721,6130.99,19850.75,46-55,Female,South USA,10.83
C7276,Email Campaign,2025-10-31 03:00:00,12962,223,956,5186.36,16586.32,26-35,Female,North USA,1.11
C7277,Instagram Ads,2025-10-31 04:00:00,34302,4539,659,8810.56,13451.12,55+,Male,West USA,4.86
C7278,Facebook Ads,2025-10-31 05:00:00,20846,1974,724,2393.39,19335.47,36-45,Male,West USA,14.14
C7279,Instagram Ads,2025-10-31 06:00:00,5011,623,407,2676.74,12288.16,26-35,Male,East USA,4.74
C7280,Twitter Ads,2025-10-31 07:00:00,20782,3223,803,1323.22,1223.01,55+,Female,North USA,43.32
C7281,Instagram Ads,2025-10-31 08:00:00,3155,4324,824,8203.69,11231.71,18-25,Female,West USA,3.4
C7282,Email Campaign,2025-10-31 09:00:00,40725,3298,39,4147.18,5616.36,36-45,Male,South USA,43.06
C7283,Google Ads,2025-10-31 10:00:00,10196,2885,65,3511.54,7452.6,18-25,Male,East USA,41.16
C7284,Email Campaign,2025-10-31 11:00:00,44459,2218,640,9814.42,9245.74,18-25,Female,South USA,5.13
C7285,Email Campaign,2025-10-31 12:00:00,22709,1310,947,9271.69,15514.55,18-25,Female,South USA,1.36
C7286,Twitter Ads,2025-10-31 13:00:00,14327,1126,141,9721.28,10108.29,18-25,Male,West USA,2.59
C7287,Instagram Ads,2025-10-31 14:00:00,36474,4217,240,1465.88,9546.14,36-45,Female,South USA,29.56
C7288,Twitter Ads,2025-10-31 15:00:00,33769,4361,404,8917.96,6109.25,36-45,Male,West USA,33.55
C7289,Facebook Ads,2025-10-31 16:00:00,42993,597,161,3320.66,10843.46,55+,Female,South USA,31.07
C7290,Twitter Ads,2025-10-31 17:00:00,25700,4629,511,175.93,5042.98,46-55,Male,North USA,27.12
C7291,Email Campaign,2025-10-31 18:00:00,15820,2905,991,3943.42,5293.78,46-55,Female,South USA,8.82
C7292,Twitter Ads,2025-10-31 19:00:00,11891,1793,972,5116.5,15169.45,36-45,Male,South USA,42.06
C7293,Google Ads,2025-10-31 20:00:00,35629,4858,942,1126.79,6916.69,26-35,Female,South USA,16.44
C7294,Instagram Ads,2025-10-31 21:00:00,6269,824,515,5399.89,1122.85,46-55,Female,South USA,49.31
C7295,Email Campaign,2025-10-31 22:00:00,44880,475,395,8203.66,6939.18,55+,Male,North USA,19.3
C7296,Google Ads,2025-10-31 23:00:00,49467,4498,917,3807.63,12807.59,18-25,Male,North USA,13.22
C7297,Instagram Ads,2025-11-01 00:00:00,9320,2552,542,3558.82,16298.31,46-55,Female,West USA,44.72
C7298,Twitter Ads,2025-11-01 01:00:00,11740,3959,974,3421.16,19242.54,36-45,Female,South USA,28.41
C7299,Google Ads,2025-11-01 02:00:00,36897,1786,976,9234.79,14949.79,18-25,Male,North USA,36.12
C7300,Google Ads,2025-11-01 03:00:00,31930,4903,457,535.14,8634.15,46-55,Male,North USA,20.48
C7301,Email Campaign,2025-11-01 04:00:00,18285,356,589,4478.51,6052.47,26-35,Female,East USA,44.36
C7302,Email Campaign,2025-11-01 05:00:00,15380,4594,135,2682.76,2679.64,55+,Male,West USA,45.89
C7303,Facebook Ads,2025-11-01 06:00:00,12360,3700,564,8943.38,12590.96,46-55,Male,West USA,21.89
C7304,Facebook Ads,2025-11-01 07:00:00,6398,150,703,1005.72,10246.68,55+,Male,South USA,12.11
C7305,Facebook Ads,2025-11-01 08:00:00,6529,694,498,4143.86,13586.26,18-25,Male,North USA,32.42
C7306,Email Campaign,2025-11-01 09:00:00,30062,4831,621,4097.82,4818.95,26-35,Female,North USA,47.73
C7307,Facebook Ads,2025-11-01 10:00:00,37686,3973,900,8889.52,6540.52,18-25,Female,East USA,31.16
C7308,Instagram Ads,2025-11-01 11:00:00,18451,3536,455,2194.16,5912.7,36-45,Female,South USA,47.72
C7309,Twitter Ads,2025-11-01 12:00:00,7937,1172,479,6466.71,15973.27,55+,Female,North USA,17.26
C7310,Email Campaign,2025-11-01 13:00:00,40886,1576,358,1387.34,3507.47,26-35,Male,West USA,45.76
C7311,Facebook Ads,2025-11-01 14:00:00,11860,4970,517,9542.06,12208.6,18-25,Male,South USA,5.72
C7312,Google Ads,2025-11-01 15:00:00,26142,3120,466,5950.5,1121.96,36-45,Male,North USA,18.01
C7313,Facebook Ads,2025-11-01 16:00:00,26279,1764,995,6281.25,11035.6,36-45,Male,South USA,24.77
C7314,Google Ads,2025-11-01 17:00:00,39106,4592,917,4366.05,1371.89,26-35,Female,North USA,32.69
C7315,Instagram Ads,2025-11-01 18:00:00,46240,2830,761,3455.71,3599.94,36-45,Male,South USA,14.78
C7316,Facebook Ads,2025-11-01 19:00:00,36908,1495,394,2166.13,2349.2,26-35,Male,East USA,46.22
C7317,Email Campaign,2025-11-01 20:00:00,41764,3997,721,6059.68,6999.83,55+,Male,East USA,45.18
C7318,Twitter Ads,2025-11-01 21:00:00,49257,4724,938,9547.89,6940.26,55+,Female,East USA,39.99
C7319,Email Campaign,2025-11-01 22:00:00,15201,4880,457,3629.92,16545.74,55+,Female,South USA,5.81
C7320,Instagram Ads,2025-11-01 23:00:00,41544,4145,637,8837.41,4591.18,36-45,Female,West USA,4.01
C7321,Google Ads,2025-11-02 00:00:00,38711,2760,124,1530.32,1819.1,46-55,Male,West USA,24.96
C7322,Google Ads,2025-11-02 01:00:00,46654,2333,461,9364.45,12109.88,55+,Male,East USA,38.29
C7323,Facebook Ads,2025-11-02 02:00:00,9997,3422,663,3537.34,13780.27,26-35,Male,South USA,6.25
C7324,Google Ads,2025-11-02 03:00:00,41566,4297,128,3828.29,5966.99,46-55,Male,South USA,32.11
C7325,Google Ads,2025-11-02 04:00:00,21175,4318,102,4655.28,12096.0,55+,Female,North USA,26.44
C7326,Facebook Ads,2025-11-02 05:00:00,41860,2201,919,7196.53,15543.53,18-25,Female,North USA,36.33
C7327,Google Ads,2025-11-02 06:00:00,4225,1406,530,7210.55,7016.3,36-45,Female,South USA,21.83
C7328,Instagram Ads,2025-11-02 07:00:00,45578,1737,594,4821.91,10554.54,26-35,Male,East USA,34.7
C7329,Twitter Ads,2025-11-02 08:00:00,48682,1240,547,5255.37,3018.0,26-35,Female,North USA,8.06
C7330,Instagram Ads,2025-11-02 09:00:00,36228,715,442,348.6,570.57,26-35,Female,East USA,10.81
C7331,Instagram Ads,2025-11-02 10:00:00,42505,4752,760,3077.75,19629.22,26-35,Male,South USA,45.18
C7332,Instagram Ads,2025-11-02 11:00:00,47688,4309,883,3492.87,6064.64,46-55,Female,West USA,16.54
C7333,Instagram Ads,2025-11-02 12:00:00,24110,1666,154,5609.34,5650.15,26-35,Male,East USA,49.28
C7334,Email Campaign,2025-11-02 13:00:00,11754,1076,77,5605.08,19467.58,46-55,Female,North USA,2.41
C7335,Facebook Ads,2025-11-02 14:00:00,27655,4896,709,7113.5,14591.85,36-45,Female,South USA,24.84
C7336,Facebook Ads,2025-11-02 15:00:00,44601,1416,887,7184.42,11747.43,36-45,Female,North USA,16.32
C7337,Facebook Ads,2025-11-02 16:00:00,4114,2439,140,2390.35,14016.54,55+,Female,North USA,49.8
C7338,Google Ads,2025-11-02 17:00:00,27502,4456,742,7713.36,14227.54,46-55,Female,North USA,49.5
C7339,Twitter Ads,2025-11-02 18:00:00,49128,2196,290,245.06,15290.38,46-55,Male,South USA,11.84
C7340,Facebook Ads,2025-11-02 19:00:00,21028,478,798,7175.81,1437.07,18-25,Male,South USA,13.44
C7341,Facebook Ads,2025-11-02 20:00:00,18587,3565,661,1065.51,8315.35,26-35,Female,West USA,37.51
C7342,Twitter Ads,2025-11-02 21:00:00,43719,2371,575,7310.0,5973.09,36-45,Male,South USA,44.49
C7343,Email Campaign,2025-11-02 22:00:00,36333,1146,522,5294.83,1504.34,18-25,Male,South USA,33.22
C7344,Google Ads,2025-11-02 23:00:00,4174,1107,649,4400.68,8310.72,46-55,Male,West USA,43.25
C7345,Instagram Ads,2025-11-03 00:00:00,36398,209,10,6922.13,12361.85,26-35,Male,South USA,3.26
C7346,Facebook Ads,2025-11-03 01:00:00,36929,2871,694,411.89,3652.1,36-45,Female,East USA,32.06
C7347,Instagram Ads,2025-11-03 02:00:00,5321,3983,951,2273.53,6170.03,18-25,Female,East USA,35.04
C7348,Email Campaign,2025-11-03 03:00:00,31435,2700,441,6183.58,12819.5,18-25,Male,North USA,9.6
C7349,Google Ads,2025-11-03 04:00:00,46972,3343,400,8479.79,11628.56,18-25,Female,East USA,38.92
C7350,Google Ads,2025-11-03 05:00:00,8099,1105,275,3842.02,17388.83,55+,Female,South USA,47.22
C7351,Facebook Ads,2025-11-03 06:00:00,24760,4893,408,2624.68,15845.5,18-25,Male,South USA,44.91
C7352,Instagram Ads,2025-11-03 07:00:00,12360,405,817,5211.43,19315.66,26-35,Female,West USA,12.32
C7353,Google Ads,2025-11-03 08:00:00,11313,1058,265,6242.04,11984.15,18-25,Male,East USA,16.27
C7354,Email Campaign,2025-11-03 09:00:00,47270,1053,404,4230.03,13999.5,26-35,Male,South USA,25.03
C7355,Instagram Ads,2025-11-03 10:00:00,21462,2768,961,8773.27,17224.07,36-45,Male,South USA,8.0
C7356,Facebook Ads,2025-11-03 11:00:00,6801,3638,183,5258.22,16815.85,18-25,Female,East USA,47.7
C7357,Google Ads,2025-11-03 12:00:00,15130,2777,54,406.44,14402.56,55+,Male,West USA,8.16
C7358,Instagram Ads,2025-11-03 13:00:00,15271,1730,864,2269.39,10055.1,26-35,Male,South USA,38.1
C7359,Twitter Ads,2025-11-03 14:00:00,17075,1891,150,4533.94,5536.82,46-55,Female,East USA,17.14
C7360,Instagram Ads,2025-11-03 15:00:00,37919,2703,548,6992.37,17556.59,46-55,Female,North USA,28.73
C7361,Google Ads,2025-11-03 16:00:00,42679,2071,754,2236.53,15555.44,26-35,Female,North USA,2.45
C7362,Twitter Ads,2025-11-03 17:00:00,19984,166,730,9763.76,16774.35,18-25,Male,South USA,10.33
C7363,Instagram Ads,2025-11-03 18:00:00,23559,934,59,3219.65,2901.71,46-55,Male,South USA,22.28
C7364,Email Campaign,2025-11-03 19:00:00,13861,305,70,5348.18,6364.78,55+,Male,West USA,33.89
C7365,Google Ads,2025-11-03 20:00:00,34434,2933,252,238.72,8555.21,46-55,Female,North USA,38.9
C7366,Facebook Ads,2025-11-03 21:00:00,17667,4350,278,8854.66,16783.2,55+,Male,West USA,1.6
C7367,Facebook Ads,2025-11-03 22:00:00,6840,1814,149,7898.9,17868.44,36-45,Male,East USA,7.71
C7368,Email Campaign,2025-11-03 23:00:00,4565,1632,166,1994.81,5769.37,36-45,Male,West USA,36.52
C7369,Facebook Ads,2025-11-04 00:00:00,44194,3245,606,9335.71,13759.94,55+,Male,South USA,40.67
C7370,Instagram Ads,2025-11-04 01:00:00,21977,3220,605,3192.61,1648.5,55+,Female,South USA,11.9
C7371,Facebook Ads,2025-11-04 02:00:00,22118,807,285,6937.25,8250.51,46-55,Female,West USA,11.56
C7372,Email Campaign,2025-11-04 03:00:00,23641,278,40,8198.81,9784.72,46-55,Male,West USA,4.49
C7373,Instagram Ads,2025-11-04 04:00:00,8366,212,17,7422.1,15336.09,55+,Male,North USA,7.6
C7374,Google Ads,2025-11-04 05:00:00,27636,856,801,9179.95,17850.25,18-25,Male,East USA,0.5
C7375,Email Campaign,2025-11-04 06:00:00,16630,996,724,8649.53,6811.94,26-35,Male,North USA,29.53
C7376,Instagram Ads,2025-11-04 07:00:00,21056,2968,944,9946.38,10602.0,26-35,Male,East USA,45.2
C7377,Email Campaign,2025-11-04 08:00:00,8382,258,42,1866.98,12984.22,55+,Female,West USA,7.56
C7378,Google Ads,2025-11-04 09:00:00,17149,885,819,3082.38,6640.88,18-25,Female,East USA,37.6
C7379,Instagram Ads,2025-11-04 10:00:00,49639,1903,664,6380.45,19712.21,46-55,Male,North USA,28.73
C7380,Facebook Ads,2025-11-04 11:00:00,47041,1939,461,7343.82,17527.91,46-55,Male,North USA,47.0
C7381,Google Ads,2025-11-04 12:00:00,1992,3268,458,5369.32,5998.42,26-35,Female,North USA,39.93
C7382,Email Campaign,2025-11-04 13:00:00,7858,2398,937,785.59,10208.13,26-35,Female,South USA,42.65
C7383,Twitter Ads,2025-11-04 14:00:00,3121,4178,916,8423.87,4693.73,26-35,Male,West USA,31.99
C7384,Instagram Ads,2025-11-04 15:00:00,28160,1642,871,9610.7,10338.63,26-35,Female,East USA,40.59
C7385,Google Ads,2025-11-04 16:00:00,46156,4308,46,4084.89,13698.31,18-25,Male,North USA,17.61
C7386,Twitter Ads,2025-11-04 17:00:00,21906,4454,668,2286.88,1801.87,55+,Male,North USA,10.53
C7387,Instagram Ads,2025-11-04 18:00:00,20572,2254,956,242.17,17415.33,55+,Male,South USA,45.63
C7388,Facebook Ads,2025-11-04 19:00:00,5136,674,749,2411.13,11915.54,55+,Male,North USA,36.74
C7389,Google Ads,2025-11-04 20:00:00,17727,3138,43,7014.19,19793.1,55+,Female,North USA,4.63
C7390,Google Ads,2025-11-04 21:00:00,33167,1481,464,9120.31,609.27,18-25,Male,North USA,43.36
C7391,Google Ads,2025-11-04 22:00:00,46421,1322,453,980.46,16646.82,26-35,Female,North USA,17.51
C7392,Facebook Ads,2025-11-04 23:00:00,16479,2574,246,5554.93,15860.06,18-25,Male,East USA,14.98
C7393,Email Campaign,2025-11-05 00:00:00,32376,1601,221,6970.54,2743.76,36-45,Male,North USA,31.2
C7394,Instagram Ads,2025-11-05 01:00:00,5823,958,830,2799.99,6772.58,26-35,Male,North USA,28.47
C7395,Facebook Ads,2025-11-05 02:00:00,5920,3674,149,5720.48,17707.44,26-35,Female,East USA,26.96
C7396,Email Campaign,2025-11-05 03:00:00,20585,3829,711,7166.72,10417.24,26-35,Female,West USA,12.82
C7397,Twitter Ads,2025-11-05 04:00:00,39239,3065,617,8385.31,8085.5,55+,Female,East USA,47.99
C7398,Twitter Ads,2025-11-05 05:00:00,18272,3291,715,4552.37,18119.38,55+,Female,West USA,47.51
C7399,Email Campaign,2025-11-05 06:00:00,27619,1696,991,7491.18,1957.56,26-35,Male,North USA,0.31
C7400,Facebook Ads,2025-11-05 07:00:00,10533,1661,370,3052.74,9515.14,18-25,Male,North USA,16.96
C7401,Google Ads,2025-11-05 08:00:00,40895,2622,313,2169.82,13082.24,55+,Male,South USA,2.37
C7402,Twitter Ads,2025-11-05 09:00:00,4720,2699,305,1913.77,12209.97,55+,Male,South USA,42.53
C7403,Instagram Ads,2025-11-05 10:00:00,20267,2491,161,3620.78,5359.1,36-45,Female,West USA,44.34
C7404,Google Ads,2025-11-05 11:00:00,16696,2775,955,407.0,11309.93,36-45,Male,North USA,25.96
C7405,Instagram Ads,2025-11-05 12:00:00,30968,2283,232,2865.77,14200.38,26-35,Male,South USA,42.0
C7406,Instagram Ads,2025-11-05 13:00:00,24345,376,205,6539.62,11739.22,46-55,Female,East USA,35.2
C7407,Twitter Ads,2025-11-05 14:00:00,26693,3982,609,6496.79,13720.8,26-35,Female,West USA,25.03
C7408,Email Campaign,2025-11-05 15:00:00,20385,3704,308,781.86,5195.97,36-45,Female,West USA,18.25
C7409,Google Ads,2025-11-05 16:00:00,19122,2178,538,2909.79,16673.69,46-55,Male,North USA,13.38
C7410,Email Campaign,2025-11-05 17:00:00,2364,4442,497,5717.1,9048.82,55+,Male,East USA,13.05
C7411,Twitter Ads,2025-11-05 18:00:00,3708,4606,220,3219.59,19745.75,36-45,Male,East USA,28.15
C7412,Instagram Ads,2025-11-05 19:00:00,13982,4177,241,4208.98,563.38,26-35,Female,West USA,8.42
C7413,Email Campaign,2025-11-05 20:00:00,18308,4268,879,7142.47,7668.28,26-35,Female,East USA,8.82
C7414,Facebook Ads,2025-11-05 21:00:00,33919,1220,704,142.2,3691.45,36-45,Male,South USA,0.62
C7415,Email Campaign,2025-11-05 22:00:00,26161,4868,683,2800.12,11156.63,36-45,Female,North USA,30.71
C7416,Instagram Ads,2025-11-05 23:00:00,36089,2623,376,1466.6,4939.78,55+,Male,North USA,49.72
C7417,Facebook Ads,2025-11-06 00:00:00,14865,3470,490,1319.71,14775.81,46-55,Female,South USA,44.47
C7418,Google Ads,2025-11-06 01:00:00,1495,4482,591,9592.45,17649.13,26-35,Female,West USA,35.31
C7419,Facebook Ads,2025-11-06 02:00:00,45755,2008,581,3796.78,4296.6,46-55,Female,West USA,39.3
C7420,Google Ads,2025-11-06 03:00:00,3148,3620,188,5294.53,3297.48,55+,Male,East USA,20.9
C7421,Google Ads,2025-11-06 04:00:00,34324,4407,493,7351.53,17519.61,46-55,Female,East USA,14.97
C7422,Instagram Ads,2025-11-06 05:00:00,14393,4596,598,522.1,7289.31,55+,Female,North USA,18.49
C7423,Google Ads,2025-11-06 06:00:00,2552,4850,504,2448.18,8748.21,26-35,Female,South USA,4.16
C7424,Instagram Ads,2025-11-06 07:00:00,36853,3205,978,8329.87,4497.29,26-35,Female,South USA,31.73
C7425,Twitter Ads,2025-11-06 08:00:00,33924,597,556,8626.81,8563.77,26-35,Female,North USA,8.83
C7426,Google Ads,2025-11-06 09:00:00,9926,3687,939,3760.86,4702.87,36-45,Male,South USA,38.17
C7427,Instagram Ads,2025-11-06 10:00:00,31851,4293,25,3779.87,13351.96,55+,Female,West USA,9.58
C7428,Google Ads,2025-11-06 11:00:00,24889,2513,475,7581.12,10027.64,26-35,Male,North USA,11.48
C7429,Facebook Ads,2025-11-06 12:00:00,40930,3900,411,2985.95,15782.4,55+,Male,South USA,47.87
C7430,Twitter Ads,2025-11-06 13:00:00,9055,562,303,1215.09,6323.29,36-45,Male,South USA,5.36
C7431,Google Ads,2025-11-06 14:00:00,5654,2860,180,2612.48,10161.34,36-45,Female,East USA,24.99
C7432,Facebook Ads,2025-11-06 15:00:00,23634,3557,41,3904.08,5264.51,55+,Female,West USA,3.23
C7433,Facebook Ads,2025-11-06 16:00:00,33363,372,272,569.44,18696.03,18-25,Male,North USA,4.61
C7434,Facebook Ads,2025-11-06 17:00:00,12468,1250,224,4812.87,10486.52,26-35,Male,South USA,31.71
C7435,Google Ads,2025-11-06 18:00:00,33922,3489,992,7413.07,3551.9,26-35,Male,North USA,31.57
C7436,Facebook Ads,2025-11-06 19:00:00,41718,118,567,5161.76,5528.04,18-25,Male,South USA,9.74
C7437,Email Campaign,2025-11-06 20:00:00,49091,1716,198,765.36,1749.75,26-35,Female,West USA,43.64
C7438,Instagram Ads,2025-11-06 21:00:00,18380,3278,795,4429.49,653.54,26-35,Female,South USA,35.14
C7439,Facebook Ads,2025-11-06 22:00:00,27870,4181,592,7103.6,10565.84,36-45,Female,West USA,15.1
C7440,Facebook Ads,2025-11-06 23:00:00,38394,511,817,628.06,6808.75,55+,Female,North USA,12.49
C7441,Facebook Ads,2025-11-07 00:00:00,15259,841,609,645.48,19279.09,36-45,Female,North USA,37.74
C7442,Facebook Ads,2025-11-07 01:00:00,15873,2771,855,3737.48,3509.49,55+,Female,West USA,36.71
C7443,Twitter Ads,2025-11-07 02:00:00,14016,2879,955,1989.89,15898.86,55+,Female,South USA,7.53
